"Title","ID","Created Date","Updated Date","Owner","scholarshipCode","universityCode","courseCode","scholarshipType","amountOrBenefit","eligibilityCriteria","applicableIntake","deadline","notes"
"Exceptional Achiever Scholarship (UEC)","3c09d4e0-4309-4969-957f-390740ee47f8",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_ENGINEERING_FOUNDA_3","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","UEC graduates: requirement 4A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"High Achiever Scholarship (A Levels)","3dab97c2-0581-4475-8282-35fce50da815",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BUSINESS_FOUNDATIO_2","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","Merit scholarship","RM 10,000","A Levels graduates: requirement AAA for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Top Achiever Scholarship (UEC)","3e143e59-12dc-4e3b-aff6-bd4a548f81d1",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_BUSINESS_ENTRE_3","UOSM","UOSM_BSC_BUSINESS_ENTREPRENEURSHIP","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","UEC graduates: requirement 4A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"High Achiever Scholarship (UEC)","3f3556a8-f2e9-4ef6-9b3d-7d5bc5de2eab",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_ECONOMICS_AND__3","UOSM","UOSM_BSC_ECONOMICS_AND_ACTUARIAL_SCIENCE","Merit scholarship","RM 10,000","UEC graduates: requirement 2A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"Undergraduate Education Grant","3f88087a-a086-4e48-871f-45b1e21958bd",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_UNDERGRADUATE_EDUCATION_GRAN_BSC_MARKETING","UOSM","UOSM_BSC_MARKETING","Education grant","Up to RM 5,000","Eligible applicants, except scholarship recipients; deposit required to confirm place and qualify.",,,"Cannot be compounded with scholarship/Special UEC Grant; highest amount only applies."
"Top Achiever Scholarship (UEC)","4031e8c7-4069-4dba-9be4-ac1bf21bbe85",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_MENG_ELECTRICAL_AN_3","UOSM","UOSM_MENG_ELECTRICAL_AND_ELECTRONIC_ENGINEERING","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","UEC graduates: requirement 5A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"Top Achiever Scholarship (STPM)","408eac31-bee7-47a2-a7df-936876f655b2",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_BUSINESS_ENTRE","UOSM","UOSM_BSC_BUSINESS_ENTREPRENEURSHIP","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","STPM graduates: requirement AAA- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"High Achiever Scholarship (UEC)","41a6cd57-ea55-4e9a-8779-3d930ba8e8b3",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_MARKETING_3","UOSM","UOSM_BSC_MARKETING","Merit scholarship","RM 10,000","UEC graduates: requirement 2A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"High Achiever Scholarship (STPM)","42739153-5287-4409-b4f5-47b3f4dbd0e4",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_MENG_ELECTRICAL_AN","UOSM","UOSM_MENG_ELECTRICAL_AND_ELECTRONIC_ENGINEERING","Merit scholarship","Engineering: RM 13,000; Other Programmes: RM 10,000","STPM graduates: requirement AAA- for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for STPM graduates."
"Undergraduate Education Grant","445a8361-865e-48e0-8567-5dc596490e8d",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_UNDERGRADUATE_EDUCATION_GRAN_MENG_ELECTRICAL_AN","UOSM","UOSM_MENG_ELECTRICAL_AND_ELECTRONIC_ENGINEERING","Education grant","Up to RM 5,000","Eligible applicants, except scholarship recipients; deposit required to confirm place and qualify.",,,"Cannot be compounded with scholarship/Special UEC Grant; highest amount only applies."
"High Achiever Scholarship (Business Foundation)","44a56aa6-5acc-45b0-af06-21ac8b9c4f8a",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BUSINESS_FOUNDATIO_5","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","Foundation scholarship","RM 12,000","8As or 4A+ / A* in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"Undergraduate Education Grant","459f6d32-1de1-42a8-9cc2-cdb50f690aad",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_UNDERGRADUATE_EDUCATION_GRAN_BSC_BUSINESS_MANAG","UOSM","UOSM_BSC_BUSINESS_MANAGEMENT","Education grant","Up to RM 5,000","Eligible applicants, except scholarship recipients; deposit required to confirm place and qualify.",,,"Cannot be compounded with scholarship/Special UEC Grant; highest amount only applies."
"Graduate Student Financial Assistance (GRA-ASSIST)","45e38c85-783e-4575-a32e-21b1a6cf3280",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","USM_GRA_ASSIST","USM",,"Tuition-fee assistance","Funds first and second semester tuition fees; extension possible subject to progress","For candidates with a USM admission offer for full-time research mode Masters or PhD who have not yet registered. Open to all Malaysians (Masters and PhD) and international students (PhD only). MSc requires bachelor CGPA ≥3.00; PhD requires master CGPA ≥3.00 or research master/equivalent and one WoS/SCOPUS/ERA-indexed manuscript.","Postgraduate research mode","Application closed at time of source check","Official USM postgraduate financial assistance page: https://admission.usm.my/index.php/postgraduate/financial-assistance"
"50% Fee Waiver","46799ca9-7581-42eb-8714-5449c2f8ddeb",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","NUMED_50_FEE_WAIVER_BSC_BIOMEDICAL_SCI","NUMED","NUMED_BSC_BIOMEDICAL_SCIENCES","Fee waiver","50% fee waiver","Requires 5As in SPM/IGCSE and a 4.00 CGPA in the NUMed Foundation year.","2026 intake context mentioned",,"Waiver is calculated based on Foundation fees and deducted from the degree’s first-year tuition."
"High Achiever Scholarship (A Levels)","46c6218f-dee5-42c9-abde-5bca78ffb099",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_COMPUTER_SCIENCE_F_2","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","Merit scholarship","Engineering: RM 13,000; Other Programmes: RM 10,000","A Levels graduates: requirement A*A*A for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"Undergraduate Education Grant","48469de2-921f-4e5d-ac2c-0102ffbb6850",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_UNDERGRADUATE_EDUCATION_GRAN_BSC_BUSINESS_ENTRE","UOSM","UOSM_BSC_BUSINESS_ENTREPRENEURSHIP","Education grant","Up to RM 5,000","Eligible applicants, except scholarship recipients; deposit required to confirm place and qualify.",,,"Cannot be compounded with scholarship/Special UEC Grant; highest amount only applies."
"Merit Scholarship","4847b055-8afb-4877-aa44-0fc38980799d",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","MDIS_MERIT_SCHOLARSHIP","MDIS",,"Scholarship","Up to RM10,000","Official MDIS Malaysia website states merit scholarships are available to eligible applicants, subject to meeting criteria and terms and conditions. Specific detailed criteria were not accessible due site verification limits.","See official MDIS scholarship pages for 2026",,"Official MDIS homepage / apply pages mention Merit Scholarships up to RM10,000 and scholarship pages for 2026: https://mdis.edu.my/ ; https://mdis.edu.my/apply-online/ ; https://mdis.edu.my/financial-assistance/"
"Special UEC Grant - Undergraduate","489fb1fa-8c61-4859-bfc6-e05995c11294",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_SPECIAL_UEC_GRANT_UNDERGRADU_MENG_AERONAUTICS_A","UOSM","UOSM_MENG_AERONAUTICS_AND_ASTRONAUTICS","UEC grant","Up to RM 7,000","Eligible UEC graduates who accept and pay deposit before intake.",,,"Cannot be compounded with scholarship/education grant; highest amount only applies."
"Undergraduate Education Grant","4923f8c0-da36-4292-bbdc-ff160202a59f",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_UNDERGRADUATE_EDUCATION_GRAN_BSC_BUSINESS_ANALY","UOSM","UOSM_BSC_BUSINESS_ANALYTICS","Education grant","Up to RM 5,000","Eligible applicants, except scholarship recipients; deposit required to confirm place and qualify.",,,"Cannot be compounded with scholarship/Special UEC Grant; highest amount only applies."
"Tunku Abdul Rahman Scholarship","4949056a-3250-4e8b-a9bc-db09468cf19a",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","NUMED_TUNKU_ABDUL_RAHMAN_SCHOLARSH","NUMED",,"External scholarship","Full tuition and allowance","For high-potential Malaysian youth.",,,"External funding option mentioned in document."
"High Achiever Scholarship (A Levels)","4e67b018-3ac1-4243-9088-d6c18b73635f",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_MARKETING_2","UOSM","UOSM_BSC_MARKETING","Merit scholarship","RM 10,000","A Levels graduates: requirement AAA for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Special UEC Grant - Undergraduate","4f721a45-461f-4e9f-9bd1-bcbb63544310",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_SPECIAL_UEC_GRANT_UNDERGRADU_BSC_MARKETING","UOSM","UOSM_BSC_MARKETING","UEC grant","Up to RM 7,000","Eligible UEC graduates who accept and pay deposit before intake.",,,"Cannot be compounded with scholarship/education grant; highest amount only applies."
"Exceptional Achiever Scholarship (UEC)","4ffd2be9-300c-4eeb-b0dc-13b7f546c66d",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_MENG_ELECTRICAL_AN_3","UOSM","UOSM_MENG_ELECTRICAL_AND_ELECTRONIC_ENGINEERING","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","UEC graduates: requirement 4A1 for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for UEC graduates."
"High Achiever Scholarship (Engineering/Computer Science Foundation)","52641b5c-f1d5-4535-b89e-c9e3a52f4242",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_ENGINEERING_FOUNDA_5","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Foundation scholarship","RM 9,000","9As or 6A+ / A* in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"Top Achiever Scholarship (Engineering/Computer Science Foundation)","532322f5-5275-4c68-a3ce-7cc5787feccc",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_ENGINEERING_FOUNDA_4","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Foundation scholarship","100%","8A+ / A* in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"Exceptional Achiever Scholarship (A Levels)","53ab0970-2a94-4f20-9062-e46e4442ceef",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_MARKETING_2","UOSM","UOSM_BSC_MARKETING","Merit scholarship","RM 25,000","A Levels graduates: requirement A*AA for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Top Achiever Scholarship (STPM)","547cd4b0-295b-4765-9231-e9b3cfe6b13a",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_BUSINESS_ANALY","UOSM","UOSM_BSC_BUSINESS_ANALYTICS","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","STPM graduates: requirement AAA- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"Top Achiever Scholarship (A Levels)","565be0f7-ff6e-4a0e-a006-22d57b14881e",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_BUSINESS_ANALY_2","UOSM","UOSM_BSC_BUSINESS_ANALYTICS","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","A Levels graduates: requirement A*A*A for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Academic Excellence Progression Scholarship","57b88129-64bf-4425-9b57-c546a66d9936",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_ACADEMIC_EXCELLENCE_PROGRESS_BSC_BUSINESS_ENTRE","UOSM","UOSM_BSC_BUSINESS_ENTREPRENEURSHIP","Progression scholarship","Up to 100% tuition fee waiver","Only students with a minimum average score of 80% in UoSM Foundation results are eligible.",,,"For top performing UoSM Foundation students."
"Undergraduate Education Grant","584469ef-36f8-420d-b81b-34770f58c9aa",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_UNDERGRADUATE_EDUCATION_GRAN_BSC_COMPUTER_SCIEN","UOSM","UOSM_BSC_COMPUTER_SCIENCE","Education grant","Up to RM 5,000","Eligible applicants, except scholarship recipients; deposit required to confirm place and qualify.",,,"Cannot be compounded with scholarship/Special UEC Grant; highest amount only applies."
"Exceptional Achiever Scholarship (STPM)","5ac41892-7ecb-4d70-8880-d5d4b04fe111",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_BUSINESS_ANALY","UOSM","UOSM_BSC_BUSINESS_ANALYTICS","Merit scholarship","RM 25,000","STPM graduates: requirement AA-A- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"Academic Excellence Progression Scholarship","5e429542-33d2-4020-95b0-682998ab4841",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_ACADEMIC_EXCELLENCE_PROGRESS_BSC_ACCOUNTING_AND","UOSM","UOSM_BSC_ACCOUNTING_AND_FINANCE","Progression scholarship","Up to 100% tuition fee waiver","Only students with a minimum average score of 80% in UoSM Foundation results are eligible.",,,"For top performing UoSM Foundation students."
"High Achiever Scholarship (Engineering/Computer Science Foundation)","5e7de3d6-2982-4ef6-bb5a-5f295848fc01",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_ENGINEERING_FOUNDA_7","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Foundation scholarship","RM 7,000","7As in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"Trial/Forecast Results Scholarship","5fa043c4-ba8e-4119-bceb-59193f848d42",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TRIAL_FORECAST_RESULTS_SCHOL_ENGINEERING_FOUNDA","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Foundation scholarship","Up to 100% scholarship","Uses O-Level trial/forecast results; limited time offer, terms and conditions apply.",,,"Official page does not publish a full tier table in the text snippet."
"Foundation Scholarship","63b793d4-56b4-4a23-ad80-57ec1c9390f3",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UORM_FOUNDATION_SCHOLARSHIP","UORM",,"Fee waiver","Up to 40% fee waiver","For 2025 SPM candidates, based on trial results, for the April 2026 intake.","April 2026",,"Document gives this as a pro-tip rather than a full scholarship page extract."
"High Achiever Scholarship (UEC)","64540167-93da-49b4-9b24-55af053e3faa",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BUSINESS_FOUNDATIO_3","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","Merit scholarship","RM 10,000","UEC graduates: requirement 2A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"High Achiever Scholarship (Engineering/Computer Science Foundation)","66ee87a7-9a9e-442e-8a1f-8fe850fb27ab",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_COMPUTER_SCIENCE_F_5","UOSM","UOSM_COMPUTER_SCIENCE_FOUNDATION_YEAR","Foundation scholarship","RM 9,000","9As or 6A+ / A* in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"Scholarship Scheme 2026","6b0cc2f0-d5a5-4f87-9b19-eba1994b1390",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","MDIS_SCHOLARSHIP_SCHEME_2026","MDIS",,"Scholarship","See official scheme page","Official MDIS site exposes a Scholarship Scheme 2026 page, but detailed criteria were not accessible during verification because the site was protected by a verification page.","2026",,"Official MDIS website navigation/search shows Scholarship Scheme 2026: https://mdis.edu.my/"
"Exceptional Achiever Scholarship (UEC)","6b83332c-443a-4ed7-b6e0-f5db2da8dcd2",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_FINANCE_AND_FI_3","UOSM","UOSM_BSC_FINANCE_AND_FINANCIAL_TECHNOLOGY","Merit scholarship","RM 25,000","UEC graduates: requirement 3A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"High Achiever Scholarship (Business Foundation)","6ca66ece-a39c-4a43-b32a-1c65667b122c",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BUSINESS_FOUNDATIO_7","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","Foundation scholarship","RM 7,000","6As or 3A+ / A* in SPM or equivalent",,,"Official page notes that various international boards and other qualifications may also be considered via counsellor."
"Special UEC Grant - Undergraduate","6e5805a6-6079-4f44-961e-38a7500749bc",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_SPECIAL_UEC_GRANT_UNDERGRADU_MENG_ELECTRICAL_AN","UOSM","UOSM_MENG_ELECTRICAL_AND_ELECTRONIC_ENGINEERING","UEC grant","Up to RM 7,000","Eligible UEC graduates who accept and pay deposit before intake.",,,"Cannot be compounded with scholarship/education grant; highest amount only applies."
"Exceptional Achiever Scholarship (UEC)","6e8ebd24-23c5-4250-9b7c-53a692d60922",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_ECONOMICS_AND__3","UOSM","UOSM_BSC_ECONOMICS_AND_ACTUARIAL_SCIENCE","Merit scholarship","RM 25,000","UEC graduates: requirement 3A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"High Achiever Scholarship (A Levels)","6eca6a55-b1df-4f4b-82b1-85891e89b9fe",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_MENG_ELECTRICAL_AN_2","UOSM","UOSM_MENG_ELECTRICAL_AND_ELECTRONIC_ENGINEERING","Merit scholarship","Engineering: RM 13,000; Other Programmes: RM 10,000","A Levels graduates: requirement A*A*A for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for A Levels graduates."
"Exceptional Achiever Scholarship (A Levels)","6f802158-a9a7-454d-b8ba-1e0eb1769f27",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_BUSINESS_MANAG_2","UOSM","UOSM_BSC_BUSINESS_MANAGEMENT","Merit scholarship","RM 25,000","A Levels graduates: requirement A*AA for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Exceptional Achiever Scholarship (STPM)","71558680-e044-4074-a464-4695ee7d033b",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BSC_ECONOMICS_AND_","UOSM","UOSM_BSC_ECONOMICS_AND_ACTUARIAL_SCIENCE","Merit scholarship","RM 25,000","STPM graduates: requirement AA-A- for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for STPM graduates."
"Children of Alumni Bursary","721e1058-23a7-4c99-84f5-b1e1d98c92ee",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_CHILDREN_OF_ALUMNI_BURSARY","UOSM",,"Bursary","10% reduction","Dependent of alumni (either Malaysia or UK campus).",,,"Family/alumni relationship-based bursary."
"Academic Excellence Progression Scholarship","729862d9-c845-446c-8240-09d2f3bd5d24",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_ACADEMIC_EXCELLENCE_PROGRESS_BSC_ECONOMICS_AND_","UOSM","UOSM_BSC_ECONOMICS_AND_ACTUARIAL_SCIENCE","Progression scholarship","Up to 100% tuition fee waiver","Only students with a minimum average score of 80% in UoSM Foundation results are eligible.",,,"For top performing UoSM Foundation students."
"Top Achiever Scholarship (UEC)","72a5d590-5afb-4789-9e5e-06c32156340c",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_MARKETING_3","UOSM","UOSM_BSC_MARKETING","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","UEC graduates: requirement 4A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
"Exceptional Achiever Scholarship (A Levels)","74ef609b-38f9-496c-b02f-395e5e4c5533",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_BUSINESS_FOUNDATIO_2","UOSM","UOSM_BUSINESS_FOUNDATION_YEAR","Merit scholarship","RM 25,000","A Levels graduates: requirement A*AA for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Top Achiever Scholarship (STPM)","760f3174-c633-40d0-8a0e-e8bfaddd2f20",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_MENG_AERONAUTICS_A","UOSM","UOSM_MENG_AERONAUTICS_AND_ASTRONAUTICS","Merit scholarship","Engineering: 60% (Year 1) + 40% (Year 2); Other Programmes: 60% (Year 1) + 20% (Year 2 & 3)","STPM graduates: requirement AAAA- for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for STPM graduates."
"High Achiever Scholarship (A Levels)","7680c9af-ba6e-4bba-b684-629330d6ae4b",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_HIGH_ACHIEVER_SCHOLARSHIP_BSC_ECONOMICS_AND__2","UOSM","UOSM_BSC_ECONOMICS_AND_ACTUARIAL_SCIENCE","Merit scholarship","RM 10,000","A Levels graduates: requirement AAA for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for A Levels graduates."
"Dana Ilmu IIB (Iskandar Investment Berhad)","7731b71e-0dff-4eee-96c2-6751502f30fd",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","NUMED_DANA_ILMU_IIB","NUMED",,"External scholarship",,"Specifically for Johor-resident students from B40 families.",,,"External funding option mentioned in document."
"Exceptional Achiever Scholarship (STPM)","77e6753e-e2ce-4528-a8ff-4ea5e7484dec",2026-04-16T06:43:24Z,2026-04-16T06:43:24Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_EXCEPTIONAL_ACHIEVER_SCHOLAR_ENGINEERING_FOUNDA","UOSM","UOSM_ENGINEERING_FOUNDATION_YEAR","Merit scholarship","Engineering: RM 30,000; Other Programmes: RM 25,000","STPM graduates: requirement AAA for Engineering / Computer Science Programmes.",,,"Undergraduate scholarship tier for STPM graduates."
"Top Achiever Scholarship (UEC)","7af55b2f-78b5-42e6-a4b4-1ef0e80ac7cb",2026-04-16T06:43:23Z,2026-04-16T06:43:23Z,"a0b69dfb-18af-4851-9408-58a5754755fc","UOSM_TOP_ACHIEVER_SCHOLARSHIP_BSC_FINANCE_AND_FI_3","UOSM","UOSM_BSC_FINANCE_AND_FINANCIAL_TECHNOLOGY","Merit scholarship","60% (Year 1) + 20% (Year 2 & 3)","UEC graduates: requirement 4A1 for Business Programmes / Economics & Actuarial Science.",,,"Undergraduate scholarship tier for UEC graduates."
